Name,FGID,MLBID
Alexfri Planez,sa3005515,678413
Miguel Bleis,sa3016834,694194
Ethan Long,sa3022961,690994
Tre Richardson,sa3022428,693832
Ahbram Liendo,sa3016173,699157
Marcos De La Rosa,sa3011851,691988
Will Frizzell,sa3017555,676155
Kyler Fedko,sa3017561,693459
Ruben Ibarra,sa3017053,702140
TT Bowens,sa3015107,688449
Rafael Morel,sa3009534,682662
Dillon Tatum,sa3017903,702208
Carlos Arroyo,sa3005576,678863
Kade Kretzschmar,sa3022438,811210
Nicolas Deschamps,sa3017732,683324
Oliver Carrillo,sa3019662,701324
Ryan Spikes,sa3017792,691797
Brett Roberts,sa3019926,689355
Jose Mujica,sa3006525,678796
Harrison Spohn,sa3020093,695461
Cristian Benavides,sa3018535,800369
Cristian Santana,sa3015697,694184
Christian Molfetta,sa3016962,681538
Anthony Sherwin,sa3022575,815448
Albert Fabian,sa3008888,683546
Nathan Martorella,sa3019978,687210
Gavin Conticello,sa3017770,695521
Tyler Whitaker,sa3017376,696264
Carlos Perez,20805,656024
Jadiel Sanchez,sa3011629,689909
Scott Bandura,sa3022699,814154
Stanley Consuegra,sa3005628,681679
Luis Encarnacion,sa3015548,691476
Nick Decker,sa3008590,678006
Ralphy Velazquez,sa3023013,806252
Justice Thompson,sa3017395,681142
Estiven Machado,sa3014715,692497
Jose Fernandez,sa3015204,699912
Cody Morissette,sa3017158,681357
Sammy Infante,sa3014717,692221
Alex McGarry,sa3015015,685127
Cameron Masterman,sa3019994,690904
Karson Simas,sa3011739,689302
Jordan Nwogu,sa3014530,685087
Kemp Alderman,sa3022562,694580
Adam Retzbach,sa3019946,806273
Jean Walters,sa3015236,695078
Christian Pregent,sa3022807,687315
Aneudis Mordan,sa3015741,698937
Jose Cordova,sa3006548,682276
Colin Davis,sa3016806,695342
Sterlin Thompson,sa3019999,694514
AJ Lewis,sa3015014,674630
Johnathon Thomas,sa3020349,684976
Dylan Rock,sa3020085,676423
Mason Martin,sa3004885,676733
Tyler McDonough,sa3016869,694812
Noah Campbell,sa3014878,668929
Werner Blakely,sa3014502,690956
Sam Mongelli,sa3022511,815044
Hedbert Perez,sa3014692,691616
Alexander Vargas,sa3008851,683061
John McHenry,sa3019938,806538
Angel Tejada,sa3015744,698941
Cam Fisher,sa3022687,801176
Nick Vogt,sa3019984,687793
Dilan Rosario,sa3010165,687125
Jose Salas,sa3014690,691191
Aaron Sabato,sa3014494,693306
Stephen Paolini,sa3010720,688500
Zach Zubia,sa3016861,687036
Kevin Maitan,sa969045,670867
Cam Williams,sa3017107,668769
Jose Serrano,sa3016165,699112
Kekai Rios,sa3007282,663519
J.C. Correa,sa3014823,682182
Brandon Lewis,sa3010035,686781
Josh Moylan,sa3022865,694742
Jaylen Palmer,sa3008297,681941
Lizandro Rodriguez,sa3016094,691497
Joe Redfield,sa3022439,812470
Thomas Sosa,sa3018566,800449
Jake Vogel,sa3014473,691949
Misael Urbina,sa3008743,682618
Jose Hernandez,sa3008943,684872
Yosy Galan,sa3015202,696045
Wyatt Hoffman,sa3018219,703715
Wilber Sanchez,sa3008941,684712
Josiah Sightler,sa3021047,680906
Nik McClaughry,sa3022484,800597
Lucas Dunn,sa3016820,690903
Sonny DiChiara,sa3019866,800685
Gabriel Martinez,sa3008865,683447
Fabian Pertuz,sa3005500,678285
Jose Sanabria,sa3018524,800343
Anthony Seigler,sa3006894,678011
Donta' Williams,sa3017152,676024
Omar De Los Santos,sa3008938,684519
Ryan Higgins,sa3017220,696287
Logan Wyatt,sa3011259,668824
Johnfrank Salazar,sa3015643,692564
Bennett Hostetler,sa3017120,702315
Jackson Feltner,sa3022568,801822
Brian Kalmer,sa3022591,687260
Won-Bin Cho,sa3019526,800231
Estarling Mercado,sa3022191,807759
Nic Kent,sa3017160,684715
Hendry Mendez,sa3015727,694230
Ryan Johnson,sa3022569,802459
Joe Gray Jr.,sa3008005,669336
Chandler Redmond,sa1170749,687470
Jacob Berry,sa3019825,694351
Jhon Diaz,sa3021113,807817
Tanner Allen,sa3016854,669327
Geraldo Quintero,sa3008942,684852
Victor Acosta,sa3015705,694193
Daniel Cabrera,sa3014452,668667
Cole Tucker,17326,657061
Alex Ramirez,sa3014695,691267
Dustin Peterson,15189,640460
Chase Luttrell,sa3019864,702292
Alex Iadisernia,sa3019867,805280
Manuel Pena,sa3015715,694211
Sam Brown,sa3023367,694848
Jake Snider,sa3011559,686744
Joe Naranjo,sa3010025,683172
Alberto Rios,sa3022441,814362
Griffin Doersching,sa3020003,701864
Gabriel Moncada,sa3008789,682732
Leandro Arias,sa3018433,703202
Bryson Worrell,sa3019897,695415
Jean Perez,sa3011632,691685
Carlos De La Cruz,sa3006903,678926
David Martin,sa3019824,688808
Tyler Hardman,sa3016955,676205
Jeremy De La Rosa,sa3011329,682707
Eduarqui Fernandez,sa3008749,682631
Kevin Graham,sa3020087,681184
Bryce Willits,sa3020352,801600
Coby Morales,sa3022829,815089
Mateo Gil,sa3007050,680771
Donovan Antonia,sa3015189,692190
Dawson Dimon,sa3007331,682191
Luis Toribio,sa3005541,678681
Bryce Ball,sa1170451,668787
David McCabe,sa3019964,678173
Yunior Garcia,sa3005570,678832
Tayden Hall,sa3019929,695554
Cristhian Rodriguez,sa3008785,682725
Jack Payton,sa3022675,694552
Felix Reyes,sa3015688,694025
Enderso Lira,sa3016145,694229
Darlin Moquete,sa3005617,680642
Dalvy Rosario,sa3005712,672537
Chad Castillo,sa3019916,674913
Luis Ravelo,sa3016171,699144
Nick Goodwin,sa3022685,800959
Joe Stewart,sa3019852,680396
Andy Lugo,sa3018400,702889
Fernando Caldera,sa3015547,691464
Sean McLain,sa3019890,683169
Tim Borden II,sa3020193,680874
Isaiah Greene,sa3014460,693309
Roismar Quintana,sa3014718,692453
Benny Montgomery,sa3017169,695603
William Sullivan,sa3022425,688963
Kalae Harrison,sa3023054,695013
Maick Collado,sa3015534,691408
Sheng-Ping Chen,sa3014837,691283
Jheremy Vargas,sa3015353,691621
Grant Lavigne,sa3007743,680693
Keoni Cavaco,sa3010706,686577
Jeremy Celedonio,sa3008936,684494
Jared McKenzie,sa3020273,686982
Taishi Nakawake,sa3020355,806012
Yeison Morrobel,sa3015720,694218
Leo Balcazar,sa3015798,699114
John Rhodes,sa3017162,687981
Junior Franco,sa3015170,691285
Connor Scott,sa3008080,669002
Isaac De Leon,sa3008784,682722
Carter Graham,sa3022824,807728
Miguel Ugueto,sa3015293,692568
Marcus Brown,sa3022676,694939
Jack Rogers,sa3017017,679788
Christian Olivo,sa3017877,700840
Haydn McGeary,sa3020133,702333
Yiddi Cappe,sa3015515,691268
Tyler Miller,sa3017109,682011
Aaron Zavala,sa3017665,701648
Danny Bautista Jr.,sa3005602,679751
Arol Vera,sa3014687,691186
Jordan Viars,sa3017429,701833
Miguel Palma,sa3009279,682692
Branden Boissiere,sa3017558,680998
Connor Pavolony,sa3017156,680935
Victor Bericoto,sa3008767,682674
Jace Grady,sa3022505,800056
Skyler Messinger,sa3019963,676038
Casey Martin,sa3014524,676045
Andy Perez,sa3015857,700321
Zavier Warren,sa3014549,680518
Jesus Bugarin,sa3011857,684109
Juan Guerrero,sa3008759,682648
Neyfy Castillo,sa3005544,678689
Jay Beshears,sa3022485,810891
Juan Chacon,sa3014676,691370
James Free,sa3011156,686989
Dyan Jorge,sa3018387,694170
EJ Andrews Jr.,sa3017157,681044
Garret Guillemette,sa3022677,695048
Carson Taylor,sa3014468,694930
Jefrey De Los Santos,sa3015574,691645
Danyer Cueva,sa3015725,694227
Anthony Servideo,sa3014472,676545
Ed Howard,sa3014540,690992
Juan Corniel,sa3015169,691284
Garrett Frechette,sa3010636,683102
Jonathan Guzman,sa917127,666695
Robby Martin Jr.,sa3017155,680910
Bryson Horne,sa3014891,695587
Baron Radcliff,sa3014424,676288
Marcus Smith,sa1169620,687526
Kevin Rivas,sa3015539,691422
Osvaldo Tovalin,sa3016927,694976
Jose Escorche,sa3008886,683536
Brayden Jobert,sa3022434,801430
Jake DeLeo,sa3022427,691939
Anderson De Los Santos,sa3015747,698945
Kade Kern,sa3022508,807746
Mahki Backstrom,sa3011599,683106
Jorge Ruiz,sa3015873,702409
Kevin Villavicencio,sa3015673,692944
Jesus Chirinos,sa3005538,678652
Ethan Wilson,sa3017329,681159
Axel Sanchez,sa3015601,692046
Armando Cruz,sa3015695,694182
Jackson Hornung,sa3022704,814408
Kyle Nevin,sa3019894,693819
Trey Harris,sa3006876,674677
Noelberth Romero,sa3008808,682801
T.J. White,sa3017697,695604
Austin Hendrick,sa3014521,690988
Kevin Sim,sa3022560,691726
Brock Vradenburg,sa3022537,802544
Tarik Skubal,22267,669373
Logan Webb,17995,657277
Zack Wheeler,10310,554430
Garrett Crochet,27463,676979
Corbin Burnes,19361,669203
Paul Skenes,33677,694973
Chris Sale,10603,519242
Aaron Nola,16149,605400
George Kirby,25436,669923
Dylan Cease,18525,656302
Yoshinobu Yamamoto,33825,808967
Logan Gilbert,22250,669302
Max Fried,13743,608331
Michael King,19853,650633
Roki Sasaki,sa3025686,808963
Pablo Lopez,17085,641154
Spencer Strider,27498,675911
Sandy Alcantara,18684,645261
Cole Ragans,21846,666142
Blake Snell,13543,605483
Hunter Greene,22182,668881
Framber Valdez,17295,664285
Tyler Glasnow,14374,607192
Sonny Gray,12768,543243
Kevin Gausman,14107,592332
Justin Steele,17312,657006
Tanner Houck,19879,656557
Ranger Suarez,17277,624133
Luis Castillo,15689,622491
Cristopher Sanchez,20778,650911
Nestor Cortes,17874,641482
Brandon Pfaadt,27782,694297
Tanner Bibee,30134,676440
Shota Imanaga,33829,684007
Gerrit Cole,13125,543037
Spencer Schwellenbach,31846,680885
Brayan Bello,23920,678394
Joe Ryan,21390,657746
Kyle Bradish,24586,680694
Zac Gallen,19291,668678
Reid Detmers,27468,672282
Freddy Peralta,18679,642547
Hunter Brown,25880,686613
Carlos Rodon,16137,607074
Nick Martinez,12730,607259
Mitch Keller,17594,656605
Reynaldo Lopez,16400,625643
Zach Eflin,13774,621107
MacKenzie Gore,22201,669022
Bailey Ober,21224,641927
Seth Lugo,12447,607625
Shane McClanahan,21483,663556
Bryce Miller,29837,682243
Yusei Kikuchi,20633,579328
Jack Flaherty,17479,656427
Clay Holmes,13649,605280
Jared Jones,27863,683003
Kodai Senga,31838,673540
Grayson Rodriguez,24492,680570
Brady Singer,25377,663903
Nathan Eovaldi,9132,543135
Bryan Woo,30279,693433
Shane Bieber,19427,669456
Walker Buehler,19374,621111
Clarke Schmidt,19899,657376
Zebby Matthews,31827,805673
Patrick Sandoval,19447,663776
Reese Olson,24968,681857
Will Warren,30182,701542
Gavin Stone,27792,694813
Drew Rasmussen,25385,656876
Michael McGreevy,29869,700241
Alex Cobb,6562,502171
Bryce Elder,27779,693821
Max Scherzer,3137,453286
Luis Gil,21052,661563
Jose Berrios,14168,621244
Chris Bassitt,12304,605135
Joe Musgrove,12970,605397
David Peterson,20302,656849
Taj Bradley,22543,671737
Michael Wacha,14078,608379
Jordan Montgomery,16511,656756
David Festa,30056,701581
Sean Manaea,15873,640455
Kutter Crawford,20531,676710
Nick Lodolo,26378,666157
Mitchell Parker,27636,680730
Louis Varland,27691,686973
Andrew Abbott,29911,671096
Nick Pivetta,15454,601713
Thomas Pannone,17281,623381
Quinn Mathews,sa3023407,687273
Clayton Kershaw,2036,477132
Jon Gray,14916,592351
Dean Kremer,19350,665152
Braxton Garrett,21844,666129
Tobias Myers,22191,668964
Ryan Feltner,21446,663372
Marcus Stroman,13431,573186
Eduardo Rodriguez,13164,593958
Trevor Rogers,22286,669432
Rhett Lowder,33876,695076
Brandon Woodruff,16162,605540
Yu Darvish,13074,506433
German Marquez,15038,608566
Ryne Nelson,26253,669194
Quinn Priester,25977,682990
Zack Littell,15823,641793
Graham Ashcraft,27552,668933
Cade Povich,30055,700249
Lucas Giolito,15474,608337
Davis Daniel,27582,669721
Gavin Williams,30122,668909
Jesus Luzardo,19959,666200
Emmanuel Clase,21032,661403
Luis Garcia,23735,677651
Erick Fedde,17425,607200
Cody Bradford,27597,674003
Jacob deGrom,10954,594798
Jameson Taillon,11674,592791
Robert Gasser,29812,688107
Jhoan Duran,21029,661395
Bobby Miller,27483,676272
Ryan Pepiot,26221,686752
Martin Perez,6902,527048
Andre Pallante,26108,669467
Eury Perez,27768,691587
Garrett Whitlock,20191,676477
Tylor Megill,21318,656731
Tyler Mahle,16358,641816
Simeon Woods Richardson,24494,680573
Brant Hurter,30133,676428
Lance McCullers Jr.,14120,621121
Spencer Arrighetti,29921,681293
Jonathan Cannon,31730,686563
K.C. Hunt,sa3022937,687268
Jose Soriano,22100,667755
Kris Bubic,21455,663460
Noah Cameron,sa3018097,702070
Richard Fitts,30160,690916
Alec Marsh,27451,679525
Braxton Ashcraft,sa3008470,677952
Ben Brown,23590,676962
Luis Severino,15890,622663
Kyle Harrison,27758,690986
Trystan Vrieling,sa3020681,801639
Landon Knack,27487,689017
Joe Rock,sa3017755,697812
Josh Winckowski,22387,670174
Tyler Anderson,12880,542881
Jose Suarez,19911,660761
Ben Shields,sa3023483,815456
Aaron Civale,19479,650644
Orion Kerkering,31776,689147
Andrew Morris,sa3020569,702193
Merrill Kelly,11156,518876
Mason Miller,31757,695243
Gregory Santos,21894,666619
Ty Madden,30140,680744
Cade Smith,27867,671922
Tyler Stuart,sa3020264,701603
Jake Irvin,21504,663623
Griffin Jax,20253,643377
Chris Paddack,20099,663978
Jose Quintana,11423,500779
Jeffrey Springs,17677,605488
AJ Smith-Shawver,29960,700363
Allan Winans,21238,642216
Dane Dunning,19409,641540
Daniel Lynch IV,21537,663738
Kumar Rocker,31843,677958
Yariel Rodriguez,33838,684320
Tanner Scott,17586,656945
Bailey Falter,20070,663559
Caleb Boushley,19736,676961
Ronel Blanco,19407,669854
Cooper Criswell,24975,681867
Ryan Walker,20423,676254
Matt Waldron,25550,663362
Grant Holmes,16944,656550
Johan Oviedo,22487,670912
Luke Weaver,16918,596133
Randy Vasquez,24719,681190
Charlie Morton,4676,450203
Justin Verlander,8700,434378
DJ Herz,26389,687792
Slade Cecconi,27500,677944
Tyler Holton,26231,663947
Miles Mikolas,9803,571945
Chris Flexen,13896,623167
Robbie Ray,11486,592662
Andrew Heaney,15423,571760
Christian Scott,30107,681035
Noah Schultz,sa3020949,702273
Edwin Diaz,14710,621242
Brandon Young,sa3014926,687064
Frankie Montas,14309,593423
Kyle Gibson,10123,502043
Thomas Harrington,sa3020752,802419
Drew Rom,24602,680723
Andres Munoz,20373,662253
Edward Cabrera,21690,665795
Will Dion,sa3017850,702021
Mitch Spence,27707,687765
Shane Baz,22264,669358
Chad Patrick,sa3017933,694477
Ryan Weathers,23796,677960
Brandon Sproat,sa3023499,687075
Ryan Helsley,18138,664854
Carson Whisenhunt,sa3020529,687931
Jeff Hoffman,17432,656546
John Michael Bertrand,sa3020082,802609
Aaron Ashby,23550,676879
Matthew Boyd,15440,571510
Kenny Rosenberg,20009,670046
Fernando Cruz,7048,518585
Colin Rea,12317,607067
Ian Anderson,19951,666120
Steven Matz,13361,571927
Casey Mize,20492,663554
Matt Strahm,13799,621381
Bowden Francis,20548,670102
Kyle Wright,19665,657140
Matt Brash,25756,666374
Felix Bautista,20666,642585
Aaron Bummer,16258,607481
Max Meyer,27474,676974
Alek Manoah,26410,666201
Brady Basso,25582,669620
Tink Hence,sa3014709,693311
Justin Martinez,24453,679885
Josh Hader,14212,623352
Jonah Tong,sa3022324,804636
Lucas Braun,sa3022996,814351
Logan Allen,27589,671106
Drew Thorpe,31967,689672
Cody Poteet,18769,547001
DL Hall,22207,669084
Travis Adams,sa3017991,701519
Steven Zobac,sa3020875,686632
Keegan Akin,19362,669211
Mason Montgomery,29770,682254
Ben Lively,14932,594902
Sawyer Gipson-Long,26048,687830
Luis L. Ortiz,27646,682847
Carlos Rodriguez,30161,692230
Javier Assad,21741,665871
Connor Thomas,sa3010784,671162
Austin Gomber,16561,596295
Drey Jameson,26260,686753
Davis Martin,21448,663436
Colton Gordon,sa3019426,676467
Kyle Freeland,16256,607536
Bruce Zimmermann,20370,669145
Chayce McDermott,29866,694646
Bryan Abreu,16609,650556
Alex Pham,sa3017550,702129
Cade Cavalli,27473,676917
George Klassen,sa3023440,691946
Sean Burke,29878,680732
A.J. Puk,19343,640462
Joander Suarez,sa3008263,680933
Darren McCaughan,20038,670766
Mike Vasil,sa3017915,678024
Logan Henderson,sa3020080,701656
Tommy Henry,26285,674072
Lance Lynn,2520,458681
Randy Dobnak,23798,677976
Landen Roupp,30076,694738
Matthew Liberatore,22294,669461
Evan Phillips,17734,623465
Chase Petty,sa3017963,695534
Connor Noland,sa3020834,690939
Sam Hentges,18548,656529
Carson Seymour,sa3017868,693313
A.J. Blubaugh,sa3020112,805123
Devin Williams,15816,642207
Cristian Mena,27974,691441
Gordon Graceffo,29519,700669
Tanner Tully,19518,668684
Joey Cantillo,23335,676282
Adam Mazur,31900,800049
Domingo German,17149,593334
Emmet Sheehan,29839,686218
Jose Alvarado,17780,621237
Clayton Beeter,27494,690925
Joe Jimenez,15761,641729
Carson Ragsdale,sa3014922,685068
Jaime Barria,18356,642545
Nabil Crismatt,17732,622503
Jake Woodford,18674,663765
Caleb Ferguson,19349,657571
Cal Quantrill,19312,615698
Jordan Wicks,30094,696136
Jordan Hicks,19618,663855
Humberto Castellanos,21183,528748
Raisel Iglesias,17130,628452
Matt Manning,20369,666159
Cole Sands,21461,663485
Blake Wehunt,sa3023220,687762
Keider Montero,22630,672456
Justin Wrobleski,31204,680736
Jared Koenig,27517,657649
Mason Black,30171,696131
Zach Messinger,sa3018093,684725
Brusdar Graterol,20367,660813
Jakob Junis,13619,596001
Keaton Winn,23499,676775
Tanner Gordon,27669,685299
Bubba Chandler,sa3017428,696149
Dylan Dodd,29928,689266
Jordan Balazovic,21866,666364
Chase Silseth,30074,681217
Cameron Weston,sa3020528,687721
Hayden Birdsong,31635,806185
Reid VanScoter,sa3020839,804577
Cam Schlittler,sa3021981,693645
Sem Robberse,sa3011735,691828
Austin Peterson,sa3020868,804926
Will Vest,19769,676684
Lael Lockhart,sa3017502,679712
Cristian Javier,17606,664299
Zack Thompson,25918,668868
Blake Walston,26270,686796
Anthony Molina,26952,683627
Tanner Banks,16990,621383
Chandler Champlain,sa3018138,669441
Antonio Senzatela,15488,622608
Hunter Dobbins,sa3018275,690928
Michael Grove,23221,675627
Robert Garcia,23363,676395
Chase Hampton,sa3020682,694633
Jeremiah Estrada,22210,669093
Dylan Lee,19996,669276
Sean Boyle,sa3007618,682044
Tyler Phillips,20629,663969
C.J. Culpepper,sa3020563,690217
Connor Phillips,27649,683175
Spencer Giesting,sa3020402,801517
Brandon Williamson,25463,682227
Tucker Davidson,19871,656353
J.P. France,21212,641585
Adrian Houser,12718,605288
Brett Kerry,sa3017390,695049
Paul Blackburn,14739,621112
Jhony Brito,25386,666745
Caleb Kilian,26213,668873
Packy Naughton,23292,676050
Collin Wiles,15106,621079
Andrew Painter,sa3017880,691725
Connelly Early,sa3023308,813349
Cade Horton,sa3020860,690990
Mason Barnett,sa3020622,686930
Ryan Gusto,sa3011818,687473
Eric Lauer,19316,641778
Troy Melton,sa3020652,675512
Caden Dana,31508,702674
Beau Brieske,26079,689225
Tristan Beck,21584,663941
Max Castillo,21956,666721
Brian Van Belle,sa3014925,687003
James Hicks,sa3023161,801802
Kyle Tyler,22092,667725
Alex Vesia,25007,681911
Tony Gonsolin,19388,664062
Spencer Howard,23252,675921
Michael Lorenzen,14843,547179
Brenan Hanifee,22304,669724
Chase Dollander,sa3023361,801403
Yilber Diaz,29271,700270
Carson Spiers,27685,686730
Parker Messick,sa3020748,800048
Julian Aguiar,30031,687924
Michael Plassmeyer,23191,674681
Aroldis Chapman,10233,547973
Yennier Cano,25911,666974
Jose Urquidy,18413,664353
Blake Treinen,12572,595014
Yoendrys Gomez,22872,672782
Huascar Ynoa,20468,660623
Jonathan Loaisiga,19753,642528
Dustin May,19716,669160
Erik Miller,26252,669062
Jhonathan Diaz,20298,646242
Sean Sullivan,sa3023162,807743
Robby Snelling,sa3020707,702281
Blake Adams,sa3020174,687060
Kevin Ginkel,19876,656464
Joey Wentz,19962,666214
Brock Selvidge,sa3017950,691795
Pierson Ohl,sa3017977,701487
Jason Foley,19531,671345
Ian Hamilton,19261,641656
Ethan Pecko,sa3022997,814490
Garrett Stallings,sa3014457,668831
Bryan Hudson,19924,663542
Tyler Wells,20000,669330
Osvaldo Bido,23150,674370
Dylan Floro,13394,571670
Brock Burke,17968,656271
Marco Raya,sa3014550,694397
Kenta Maeda,18498,628317
Victor Santos,sa3003083,673257
Rafael Sanchez,sa3018362,803596
Chris Martin,11847,455119
Riley Gowens,sa3022948,803035
Mason Adams,sa3020388,690279
Easton McGee,22176,668834
Ian Seymour,sa3014512,693855
Ken Waldichuk,27681,686610
Yu-Min Lin,sa3019278,801179
Robert Dugger,19191,667498
Jack Perkins,sa3020076,678022
Mitch White,19225,669952
Trenton Denholm,sa3018139,671143
Bryan Hoeing,26304,663773
Camilo Doval,21992,666808
Roansy Contreras,22810,672710
Jared Shuster,27472,694363
Jesse Scholtens,19205,669947
Anthony Bender,19742,669622
Ricky Tiedemann,sa3018096,694357
Carson Palmquist,sa3020473,687223
Carmen Mlodzinski,27572,669387
Mitch Bratt,sa3017719,683352
Andry Lara,sa3014716,691251
Brent Headrick,27702,687396
Sean Hjelle,21481,663546
Tyler Schweitzer,sa3020712,805326
Reiver Sanmartin,19754,665665
Kyle Hurt,27514,669165
David Robertson,8241,502085
Kevin Kelly,25679,687330
Drue Hackenberg,sa3023304,802357
David Bednar,19569,670280
J.T. Ginn,27889,669372
Cam Alldred,25078,682027
Gregory Soto,19677,642397
Patrick Monteverde,sa3016940,687287
Adrian Morejon,20039,670970
Dennis Santana,17878,642701
River Ryan,29514,689981
Michael Soroka,18383,647336
Kolby Allard,18694,663465
Tim Herrin,25139,682120
Pedro Avila,18864,658648
Brandon Leibrandt,16135,605335
Bradley Blalock,26419,687134
Shane Smith,sa3020469,681343
Jack Kochanowicz,27688,686799
Joe Mantiply,14857,573009
Josh Stephan,sa3015286,695776
Porter Hodge,26413,687863
Hayden Wesneski,27581,669713
Alex Faedo,19874,656412
Max Rajcic,sa3020746,691008
Wilmer Flores,sa3015223,695865
Blayne Enlow,sa3005117,669416
John Means,16269,607644
Ryan Watson,sa3023682,701511
Dedniel Nunez,23055,673380
Ryan Lobus,sa3022744,815590
Drew Anderson,15130,623454
Zak Kent,sa3010315,687849
Dom Hamel,sa3017949,687589
Lachlan Wells,sa877857,649143
Joe Ross,12972,605452
Kyle Muller,20167,666205
Matt Osterberg,sa3017462,684296
Alex Cornwell,sa3017501,676498
JP Sears,23429,676664
Patrick Corbin,9323,571578
Carlos Hernandez,22713,672578
JT Brubaker,17578,664141
Ben Joyce,31461,690829
John Schreiber,20020,670167
Anthony Veneziano,27453,685107
Adam Seminaris,sa3015010,694372
Sean Sullivan,sa3018185,696155
Ethan Small,26364,663629
Josh Sborz,18323,622250
Alan Rangel,sa877578,660604
Jacob Waguespack,18318,621097
Trevor Williams,16977,592866
Adam Kloffenstein,24493,680572
Max Kranick,22175,668820
Edwin Uceta,20539,670955
Ryan Pressly,7005,519151
Spencer Turnbull,16207,605513
Hurston Waldrep,33527,694462
Hunter Harvey,15507,640451
Mike Burrows,24728,681347
Garrett Burhenn,sa3018173,696148
Robinson Pina,sa3003123,673820
Logan Workman,sa3017313,694312
Hoby Milner,13346,571948
Glenn Otto,21366,657248
Chris Murphy,26214,669684
Blade Tidwell,sa3020177,694918
Domingo Robles,sa872881,660781
Logan Allen,18555,663531
Angel Zerpa,22717,672582
Alexis Diaz,21132,664747
Ryan Burr,17536,621114
Michael Morales,sa3017783,691786
A.J. Minter,18655,621345
Josh Maciejewski,21310,656671
Jacob Lopez,25098,682052
Griffin Canning,19867,656288
Cole Irvin,19244,608344
Aaron Brown,sa3017500,676345
Kody Funderburk,24993,681892
Edgar Barclay,sa1170012,687607
Wade Miley,8779,489119
Trevor McDonald,26448,686790
Kohl Drake,sa3021723,684442
Trevor Megill,17722,656730
Hunter Gaddis,25636,683769
Cory Lewis,sa3020702,675375
Jason Alexander,19666,669920
Andrew Alvarez,sa3017531,674841
Cole Wilcox,sa3014443,677961
Pete Fairbanks,17998,664126
Trey McGough,sa1170436,690736
Jack Leiter,30146,683004
Hyun-il Choi,sa3009992,683425
Shawn Dubin,24977,681869
Joe Boyle,29608,671212
David Sandlin,sa3020606,689818
Nick Sinacola,sa3017862,701161
Richard Lovelady,19337,663992
Austin Krob,sa3020594,689474
Justin Slaten,25648,686580
Carlos Estevez,14542,608032
Lucas Erceg,19360,668674
Tyson Miller,19976,668338
Jackson Jobe,30203,695549
Ryan Brasier,5615,518489
Nick Mears,25376,683232
Billy Corcoran,sa3020172,682225
Walker Powell,sa3017815,689608
Connor McCullough,sa3020603,681410
Andrew Hoffmann,sa3017202,694851
Ross Stripling,13273,548389
Jose Butto,23313,676130
Jairo Iriarte,26907,683568
Ky Bush,29823,681066
Paxton Schultz,sa3010626,687606
Josh Walker,23617,677020
Robert Stephenson,13594,596112
Brock Stewart,16727,592779
Christian MacLeod,sa3018005,681306
Reed Garrett,16866,657585
Lazaro Estrada,sa3005471,681751
Nic Enright,sa3010299,663671
Albert Suarez,6175,544150
Shawn Armstrong,12857,542888
Penn Murfee,25174,682171
Chris Clarke,sa3011411,669247
Jack Choate,sa3020407,805257
Dakota Hudson,19206,641712
Trenton Wallace,sa3017748,680436
Peter Lambert,17969,663567
Tekoah Roby,sa3014519,694358
Chase Lee,sa3016946,695445
James Paxton,11828,572020
Michael Kopech,17282,656629
Jean Cabrera,sa3015433,691893
Kyle Brnovich,sa3014923,686599
Peter Solomon,20476,656981
Stephen Kolek,21487,663568
Daulton Jefferies,19345,641726
Janson Junk,23301,676083
Chad Dallas,sa3018180,689149
Luis Medina,21649,665622
Landon Harper,sa3020404,804542
Jackson Rutledge,26215,671131
Ryan Webb,sa3018280,669067
Noah Davis,25862,663562
Hans Crouse,22192,668968
Bryse Wilson,19990,669060
Josh Winder,24606,680739
Mike Clevinger,12808,605182
Jesus Tinoco,16300,622786
Ryan Fernandez,24862,681676
Justin Jarvis,sa3007775,680691
Will Johnston,sa3022940,690658
Eduard Bazardo,20997,660825
Mason Englert,22288,669438
Hogan Harris,21520,663687
Dylan File,sa3004197,668766
Luis Garcia,6984,472610
David Buchanan,11176,571527
Eiberson Castellano,sa3015414,682769
Miguel Diaz,18815,622766
Scott Barlow,14993,605130
Jeff Criswell,27608,676105
Adam Macko,sa3011555,671936
Declan Cronin,25645,686539
Justin Hagenman,sa3008022,663795
Seth Shuman,sa3011187,670234
Elvis Peguero,21652,665625
Angel Bastardo,sa3009716,682785
Jason Adam,11861,592094
Nathan Wiles,sa3010307,686249
Greg Weissert,20375,669711
Evan McKendry,sa3010787,679928
Freddy Tarnok,23324,676206
Jonathan Heasley,22224,669169
Jake Eder,27590,671109
Anthony DeSclafani,13050,543101
Ronny Henriquez,24094,678692
Eli Morgan,20203,669212
James McArthur,21527,663704
Ben Casparius,30085,676508
Luis Frias,21997,666818
Jay Groome,sa917925,666130
Danny Coulombe,13293,543056
Andrew Nardi,25942,677053
Nick Nelson,20153,656793
Mark Leiter Jr.,15551,643410
John King,22051,667463
Kirby Yates,9073,489446
Colin Holderman,22361,670059
Zach Penrod,25368,683068
Blas Castano,sa3006617,680604
Joan Adon,22925,672851
Scott Effross,18384,664123
Zach Logue,20231,656657
Jonathan Bowlan,24607,680742
Austin Bergner,sa3011122,666123
Sam Bachman,29754,696147
Shaun Anderson,19453,641312
Jack O'Loughlin,22690,672552
Valente Bellozo,23899,678368
