,Pitcher,Team,FGID,SAVID,TBF,IP,GS,H,R,W,QS,SV,ER,HR,HR/9,K%,K/9,K,BB,BB/9,BB%,HBP,1B,2B,3B,ERA,WHIP,GB%,LD%,FB%,FB,GB,LD,Unnamed: 0,System,ADP,xMLBAMID,L,G,HLD,BS,IBB,K/BB,K-BB%,AVG,BABIP,LOB%,FIP,MLBID,$,Deep $
269,Jorge Lopez,WSH,14527,605347.0,261.0,60.3,0.0,55.92,30.07,0.0,0.0,7.0,28.0,8.0,1.2,0.219,8.5,57.0,20.0,3.0,0.078,6.0,36.800000000000004,10.120000000000001,1.0,4.18,1.26,0.517,0.228,0.209,43.147999999999996,87.12400000000001,43.056,,,,,,,,,,,,,,,,,1.0,2.38
270,Jacob Webb,TEX,19274,657097.0,262.0,60.3,0.0,49.480000000000004,29.099999999999998,0.0,0.0,4.0,27.0,8.0,1.2,0.244,9.6,64.0,28.0,4.2,0.108,3.0,31.28,9.200000000000001,1.0,4.03,1.28,0.378,0.24,0.296,47.260000000000005,68.68,40.8,,,,,,,,,,,,,,,,,1.0,2.26
271,Tyler Kinley,COL,18297,641755.0,263.0,60.3,0.0,55.08,31.04,0.0,0.0,14.0,29.0,9.0,1.3,0.236,9.3,62.0,23.0,3.4,0.087,2.0,34.04,11.040000000000001,1.0,4.33,1.29,0.377,0.241,0.297,49.57299999999999,71.823,42.809,,,,,,,,,,,,,,,,,1.0,2.75
272,Ryan Thompson,ARI,16647,657044.0,258.0,60.3,0.0,57.68,28.13,0.0,0.0,0.0,26.0,7.0,1.0,0.192,7.5,50.0,15.0,2.2,0.057,3.0,38.64,11.040000000000001,1.0,3.88,1.21,0.576,0.217,0.173,41.7845,97.079,44.1005,,,,,,,,,,,,,,,,,1.0,2.23
273,Justin Anderson,CWS,16201,605121.0,269.0,60.2,0.0,52.24000000000001,32.01,0.0,0.0,8.0,30.0,8.0,1.2,0.234,9.4,63.0,33.0,4.9,0.122,3.0,33.120000000000005,10.120000000000001,1.0,4.49,1.42,0.399,0.243,0.279,46.6235,71.7085,41.7795,,,,,,,,,,,,,,,,,1.0,1.62
274,Aroldis Chapman,BOS,10233,547973.0,258.0,60.1,0.0,41.04,27.16,0.0,0.0,13.0,25.0,6.0,0.9,0.363,14.1,94.0,34.0,5.1,0.133,2.0,24.84,9.200000000000001,1.0,3.74,1.25,0.43,0.242,0.261,33.865,55.9,31.33,,,,,,,,,,,,,,,,,4.35,3.86
275,Trevor Megill,MIL,17722,656730.0,247.0,60.0,0.0,47.56,24.25,0.0,0.0,25.0,22.0,7.0,1.0,0.287,10.6,71.0,16.0,2.4,0.065,1.0,30.360000000000003,9.200000000000001,1.0,3.3,1.06,0.406,0.243,0.276,42.88,66.88000000000001,38.64,,,,,,,,,,,,,,,,,6.9,5.9
276,Taijuan Walker,PHI,11836,592836.0,271.0,60.0,4.0,61.6,34.92,1.0,2.0,0.0,32.0,10.0,1.5,0.173,7.0,47.0,26.0,3.9,0.095,3.0,37.72,12.88,1.0,4.8,1.46,0.44,0.242,0.254,50.886,86.13,47.717999999999996,,,,,,,,,,,,,,,,,1.0,2.17
277,Jose Butto,NYM,23313,676130.0,266.0,60.0,1.0,49.480000000000004,31.04,0.0,0.4,0.0,29.0,8.0,1.2,0.251,10.0,67.0,32.0,4.8,0.122,3.0,31.28,9.200000000000001,1.0,4.35,1.36,0.379,0.24,0.295,46.342499999999994,67.55149999999999,40.08,,,,,,,,,,,,,,,,,1.0,1.36
278,Calvin Faucher,MIA,20116,676534.0,260.0,59.9,0.0,51.24000000000001,29.099999999999998,0.0,0.0,19.0,27.0,7.0,1.1,0.252,9.9,66.0,25.0,3.8,0.096,3.0,33.120000000000005,10.120000000000001,1.0,4.06,1.27,0.48,0.239,0.225,40.9825,76.895,40.4755,,,,,,,,,,,,,,,,,1.0,3.69
279,Chad Green,TOR,15552,643338.0,249.0,59.9,0.0,51.400000000000006,27.16,0.0,0.0,5.0,25.0,9.0,1.4,0.26,9.8,65.0,15.0,2.3,0.062,2.0,31.28,10.120000000000001,1.0,3.76,1.11,0.351,0.237,0.312,48.334,65.99449999999999,40.3065,,,,,,,,,,,,,,,,,1.0,3.39
280,Andres Munoz,SEA,20373,662253.0,250.0,59.8,0.0,44.72,26.189999999999998,0.0,0.0,28.0,24.0,6.0,0.9,0.317,11.9,79.0,24.0,3.6,0.095,4.0,29.44,8.280000000000001,1.0,3.61,1.15,0.561,0.217,0.187,32.8545,72.83850000000001,33.589499999999994,,,,,,,,,,,,,,,,,6.37,5.6
281,Jason Foley,DET,19531,671345.0,255.0,59.7,0.0,54.84,26.189999999999998,0.0,0.0,15.0,24.0,6.0,0.9,0.197,7.5,50.0,17.0,2.6,0.066,2.0,37.72,10.120000000000001,1.0,3.62,1.2,0.542,0.228,0.192,42.488,91.368,43.992,,,,,,,,,,,,,,,,,4.13,3.95
282,Joe Ross,PHI,12972,605452.0,257.0,59.6,3.0,54.160000000000004,29.099999999999998,1.0,1.1,0.0,27.0,9.0,1.4,0.224,8.8,58.0,20.0,3.0,0.076,1.0,33.120000000000005,11.040000000000001,1.0,4.08,1.24,0.385,0.241,0.29,49.225,72.9425,43.0495,,,,,,,,,,,,,,,,,1.0,3.96
283,Seranthony Dominguez,BAL,19249,622554.0,257.0,59.5,0.0,52.24000000000001,29.099999999999998,0.0,0.0,3.0,27.0,8.0,1.2,0.246,9.5,63.0,22.0,3.3,0.087,3.0,33.120000000000005,10.120000000000001,1.0,4.08,1.25,0.413,0.244,0.271,45.666000000000004,72.49799999999999,41.623999999999995,,,,,,,,,,,,,,,,,1.0,2.36
284,Jose A. Ferrer,WSH,24017,678606.0,257.0,59.5,0.0,57.76,29.099999999999998,0.0,0.0,4.0,27.0,8.0,1.2,0.194,7.6,50.0,17.0,2.6,0.067,3.0,37.72,11.040000000000001,1.0,4.08,1.26,0.526,0.23,0.2,43.7,90.82,44.65,,,,,,,,,,,,,,,,,1.0,2.29
285,Luis Peralta,COL,24203,678821.0,257.0,59.4,0.0,45.64,27.16,0.0,0.0,1.0,25.0,6.0,0.9,0.311,12.1,80.0,30.0,4.5,0.116,3.0,29.44,9.200000000000001,1.0,3.79,1.27,0.525,0.226,0.203,34.0305,70.19250000000001,34.251,,,,,,,,,,,,,,,,,1.0,2.47
286,Joey Wentz,PIT,19962,666214.0,262.0,59.4,1.0,54.08,30.07,0.0,0.2,0.0,28.0,8.0,1.2,0.227,8.9,59.0,26.0,3.9,0.099,1.0,34.04,11.040000000000001,1.0,4.24,1.35,0.38,0.241,0.294,49.029,71.685,42.5685,,,,,,,,,,,,,,,,,1.0,1.38
287,Jorge Alcala,MIN,19459,660896.0,254.0,59.4,0.0,52.24,29.099999999999998,0.0,0.0,0.0,27.0,8.0,1.2,0.24,9.2,61.0,20.0,3.0,0.079,3.0,32.2,11.040000000000001,1.0,4.09,1.22,0.366,0.239,0.303,48.69949999999999,68.854,41.433499999999995,,,,,,,,,,,,,,,,,1.0,2.05
288,Hunter Harvey,KC,15507,640451.0,248.0,59.1,0.0,50.24,25.22,0.0,0.0,2.0,23.0,6.0,0.9,0.259,9.7,64.0,16.0,2.4,0.063,3.0,32.2,11.040000000000001,1.0,3.5,1.12,0.446,0.24,0.251,42.924,73.584,40.32,,,,,,,,,,,,,,,,,1.0,3.31
289,Louis Varland,MIN,27691,686973.0,254.0,59.0,3.0,56.0,29.099999999999998,1.0,1.1,0.0,27.0,9.0,1.4,0.222,8.5,56.0,17.0,2.6,0.065,2.0,34.96,11.040000000000001,1.0,4.12,1.24,0.439,0.241,0.255,46.6075,78.6445,43.530499999999996,,,,,,,,,,,,,,,,,1.0,3.86
290,Ryan Zeferjahn,LAA,25420,666171.0,255.0,59.0,0.0,47.56,28.13,0.0,0.0,0.0,26.0,7.0,1.1,0.278,10.8,71.0,27.0,4.1,0.106,3.0,31.28,8.280000000000001,1.0,3.97,1.26,0.469,0.239,0.234,38.778999999999996,70.5715,37.6015,,,,,,,,,,,,,,,,,1.0,2.18
291,Garrett Whitlock,BOS,20191,676477.0,254.0,58.9,1.0,57.84,30.07,0.0,0.3,3.0,28.0,9.0,1.4,0.244,9.5,62.0,15.0,2.3,0.06,2.0,34.04,13.8,1.0,4.28,1.24,0.421,0.244,0.266,46.551,75.3135,42.833999999999996,,,,,,,,,,,,,,,,,1.0,2.12
292,Michel Otanez,OAK,22533,671305.0,251.0,58.9,0.0,46.56,27.16,0.0,0.0,0.0,25.0,6.0,0.9,0.286,11.0,72.0,25.0,3.8,0.098,5.0,30.360000000000003,9.200000000000001,1.0,3.82,1.21,0.516,0.229,0.208,36.036,72.842,36.113,,,,,,,,,,,,,,,,,1.0,2.55
293,Taylor Rogers,CIN,13449,573124.0,254.0,58.9,0.0,50.400000000000006,29.099999999999998,0.0,0.0,3.0,27.0,8.0,1.2,0.266,10.4,68.0,23.0,3.5,0.09,6.0,31.28,10.120000000000001,1.0,4.13,1.25,0.424,0.244,0.264,42.706,69.601,39.446,,,,,,,,,,,,,,,,,1.0,2.32
294,Kirby Yates,LAD,9073,489446.0,245.0,58.8,0.0,40.2,25.22,0.0,0.0,11.0,23.0,7.0,1.1,0.333,12.6,82.0,26.0,4.0,0.108,3.0,24.84,7.36,1.0,3.52,1.13,0.38,0.24,0.295,38.0175,55.48500000000001,32.879999999999995,,,,,,,,,,,,,,,,,5.03,4.29
295,Devin Williams,NYY,15816,642207.0,248.0,58.7,0.0,42.96,26.189999999999998,0.0,0.0,31.0,24.0,7.0,1.1,0.336,12.7,83.0,27.0,4.1,0.107,3.0,26.68,8.280000000000001,1.0,3.68,1.19,0.47,0.239,0.233,34.017,62.099999999999994,33.051,,,,,,,,,,,,,,,,,6.4,5.68
296,Adrian Morejon,SD,20039,670970.0,251.0,58.5,0.0,53.16,28.13,0.0,0.0,0.0,26.0,8.0,1.2,0.228,8.8,57.0,19.0,2.9,0.074,1.0,34.04,10.120000000000001,1.0,4.0,1.23,0.455,0.239,0.245,44.1875,77.4375,41.9125,,,,,,,,,,,,,,,,,1.0,2.03
297,Garrett Cleavinger,TB,17897,664076.0,254.0,58.5,0.0,49.480000000000004,30.07,0.0,0.0,4.0,28.0,8.0,1.2,0.261,10.2,66.0,26.0,4.0,0.102,6.0,31.28,9.200000000000001,1.0,4.31,1.29,0.432,0.242,0.259,42.039,69.822,39.042,,,,,,,,,,,,,,,,,1.0,1.94
298,Liam Hendriks,BOS,3548,521230.0,229.0,58.5,0.0,41.04,21.34,0.0,0.0,20.0,20.0,6.0,0.9,0.387,13.7,89.0,10.0,1.5,0.042,2.0,24.84,9.200000000000001,1.0,3.08,0.87,0.389,0.241,0.287,35.55499999999999,53.235,31.265,,,,,,,,,,,,,,,,,8.1,6.46
299,Colin Holderman,PIT,22361,670059.0,255.0,58.5,0.0,50.32000000000001,29.099999999999998,0.0,0.0,3.0,27.0,7.0,1.1,0.246,9.7,63.0,25.0,3.8,0.097,5.0,32.2,10.120000000000001,1.0,4.15,1.29,0.44,0.241,0.254,42.919000000000004,72.645,40.1635,,,,,,,,,,,,,,,,,1.0,2.0
300,Tim Hill,NYY,16814,657612.0,261.0,58.5,0.0,64.28,32.98,0.0,0.0,0.0,30.0,9.0,1.4,0.13,5.2,34.0,17.0,2.6,0.065,5.0,42.32,11.96,1.0,4.62,1.39,0.606,0.219,0.152,43.260000000000005,108.78,48.19499999999999,,,,,,,,,,,,,,,,,1.0,1.0
301,Bryan Hudson,MIL,19924,663542.0,250.0,58.4,0.0,51.32000000000001,28.13,0.0,0.0,0.0,26.0,8.0,1.2,0.246,9.6,62.0,20.0,3.1,0.078,4.0,32.2,10.120000000000001,1.0,4.01,1.22,0.423,0.244,0.264,44.016000000000005,71.652,40.656,,,,,,,,,,,,,,,,,1.0,2.14
302,Bryan Hoeing,SD,26304,663773.0,254.0,58.4,1.0,57.76,29.099999999999998,0.0,0.5,0.0,27.0,8.0,1.2,0.201,7.9,51.0,17.0,2.6,0.068,1.0,37.72,11.040000000000001,1.0,4.16,1.28,0.493,0.237,0.215,44.175,85.839,44.361,,,,,,,,,,,,,,,,,1.0,1.64
303,Collin Snider,SEA,23307,676092.0,256.0,58.4,0.0,54.08,29.099999999999998,0.0,0.0,2.0,27.0,8.0,1.2,0.202,8.0,52.0,23.0,3.5,0.09,1.0,34.96,10.120000000000001,1.0,4.16,1.32,0.464,0.24,0.237,44.9785,80.907,43.44,,,,,,,,,,,,,,,,,1.0,1.68
304,Valente Bellozo,MIA,23899,678368.0,254.0,58.3,8.0,57.92,31.04,2.0,2.1,0.0,29.0,10.0,1.5,0.166,6.5,42.0,17.0,2.6,0.068,2.0,34.96,11.96,1.0,4.48,1.29,0.304,0.229,0.343,58.7925,71.565,45.7275,,,,,,,,,,,,,,,,,1.0,3.24
305,Ben Joyce,LAA,31461,690829.0,252.0,58.3,0.0,50.32000000000001,29.099999999999998,0.0,0.0,10.0,27.0,7.0,1.1,0.254,9.9,64.0,24.0,3.7,0.094,7.0,33.120000000000005,9.200000000000001,1.0,4.17,1.27,0.561,0.22,0.183,36.326,81.26200000000001,37.72,,,,,,,,,,,,,,,,,2.5,2.69
306,Ryan Pressly,CHC,7005,519151.0,246.0,58.3,0.0,50.32000000000001,25.22,0.0,0.0,26.0,23.0,7.0,1.1,0.248,9.4,61.0,17.0,2.6,0.071,1.0,33.120000000000005,9.200000000000001,1.0,3.55,1.15,0.516,0.228,0.208,39.312,79.464,39.312,,,,,,,,,,,,,,,,,5.69,5.18
307,Tony Santillan,CIN,19926,663574.0,250.0,58.2,0.0,48.64,29.099999999999998,0.0,0.0,3.0,27.0,9.0,1.4,0.268,10.4,67.0,24.0,3.7,0.097,4.0,29.44,9.200000000000001,1.0,4.18,1.25,0.365,0.238,0.304,44.83800000000001,63.20249999999999,38.001,,,,,,,,,,,,,,,,,1.0,2.21
308,Tim Herrin,CLE,25139,682120.0,249.0,58.2,0.0,47.480000000000004,27.16,0.0,0.0,0.0,25.0,6.0,0.9,0.26,10.1,65.0,23.0,3.6,0.092,5.0,31.28,9.200000000000001,1.0,3.87,1.21,0.494,0.236,0.216,38.318,74.38199999999999,38.318,,,,,,,,,,,,,,,,,1.0,2.39
309,Alex Vesia,LAD,25007,681911.0,241.0,58.1,0.0,41.120000000000005,25.22,0.0,0.0,0.0,23.0,7.0,1.1,0.309,11.5,74.0,23.0,3.6,0.096,2.0,24.84,8.280000000000001,1.0,3.56,1.1,0.302,0.22,0.351,43.992,52.704,33.12,,,,,,,,,,,,,,,,,1.0,3.21
311,Clayton Kershaw,LAD,2036,477132.0,250.0,58.0,11.0,56.0,29.099999999999998,5.0,5.3,0.0,27.0,9.0,1.4,0.205,7.9,51.0,17.0,2.6,0.067,1.0,34.96,11.040000000000001,1.0,4.19,1.26,0.441,0.242,0.253,46.683,79.261,43.862,,,,,,,,,,,,,,,,,1.0,4.2
312,Yimi Garcia,TOR,12095,554340.0,237.0,57.9,0.0,45.72,24.25,0.0,0.0,5.0,22.0,7.0,1.1,0.303,11.2,72.0,14.0,2.2,0.06,4.0,28.52,9.200000000000001,1.0,3.42,1.03,0.381,0.242,0.293,41.75149999999999,61.23049999999999,36.391,,,,,,,,,,,,,,,,,1.0,4.08
313,JoJo Romero,STL,19574,668941.0,245.0,57.7,0.0,53.08,27.16,0.0,0.0,2.0,25.0,7.0,1.1,0.229,8.7,56.0,16.0,2.5,0.066,3.0,34.96,10.120000000000001,1.0,3.9,1.2,0.561,0.221,0.183,38.3195,85.7215,39.8765,,,,,,,,,,,,,,,,,1.0,2.56
314,Carmen Mlodzinski,PIT,27572,669387.0,253.0,57.7,1.0,51.24000000000001,28.13,0.0,0.3,0.0,26.0,7.0,1.1,0.224,8.9,57.0,24.0,3.7,0.094,2.0,33.120000000000005,10.120000000000001,1.0,4.06,1.3,0.439,0.241,0.254,44.204,74.734,41.366,,,,,,,,,,,,,,,,,1.0,1.84
315,Alex Wood,FA,13781,622072.0,257.0,57.6,11.0,56.84,32.01,3.0,4.1,0.0,30.0,8.0,1.2,0.184,7.3,47.0,24.0,3.8,0.095,6.0,36.800000000000004,11.040000000000001,1.0,4.69,1.4,0.468,0.239,0.234,45.942,83.514,44.547,,,,,,,,,,,,,,,,,1.0,2.9
316,Kaleb Ort,HOU,20061,672391.0,247.0,57.6,0.0,51.400000000000006,29.099999999999998,0.0,0.0,0.0,27.0,9.0,1.4,0.23,8.9,57.0,20.0,3.1,0.079,2.0,31.28,10.120000000000001,1.0,4.22,1.24,0.332,0.237,0.327,49.894999999999996,64.77,40.545,,,,,,,,,,,,,,,,,1.0,1.91
317,John Schreiber,KC,20020,670167.0,250.0,57.5,0.0,51.24,28.13,0.0,0.0,0.0,26.0,6.0,0.9,0.225,8.8,56.0,23.0,3.6,0.093,4.0,34.04,9.200000000000001,2.0,4.07,1.29,0.503,0.23,0.214,40.527,79.7715,40.184999999999995,,,,,,,,,,,,,,,,,1.0,1.89
318,Erik Miller,SF,26252,669062.0,252.0,57.5,1.0,45.64,27.16,0.0,0.4,0.0,25.0,6.0,0.9,0.29,11.4,73.0,31.0,4.9,0.123,1.0,29.44,9.200000000000001,1.0,3.91,1.33,0.465,0.241,0.236,36.704,66.23,35.594,,,,,,,,,,,,,,,,,1.0,2.09
319,Nick Sandlin,TOR,20517,680704.0,248.0,57.4,0.0,48.64,29.099999999999998,0.0,0.0,0.0,27.0,9.0,1.4,0.273,10.7,68.0,24.0,3.8,0.096,4.0,29.44,9.200000000000001,1.0,4.23,1.27,0.41,0.244,0.272,41.496,65.52,37.751999999999995,,,,,,,,,,,,,,,,,1.0,1.8
320,Tyson Miller,CHC,19976,668338.0,247.0,57.4,0.0,53.24000000000001,30.07,0.0,0.0,0.0,28.0,9.0,1.4,0.208,8.0,51.0,18.0,2.8,0.072,6.0,33.120000000000005,10.120000000000001,1.0,4.39,1.24,0.346,0.236,0.318,51.44200000000001,69.06400000000001,42.364,,,,,,,,,,,,,,,,,1.0,1.54
321,Chris Martin,TEX,11847,455119.0,232.0,57.3,0.0,50.32000000000001,23.28,0.0,0.0,16.0,21.0,7.0,1.1,0.26,9.4,60.0,6.0,0.9,0.024,2.0,33.120000000000005,9.200000000000001,1.0,3.3,0.98,0.494,0.236,0.215,39.425,76.692,39.507999999999996,,,,,,,,,,,,,,,,,6.05,5.15
322,Anthony Bender,MIA,19742,669622.0,244.0,57.2,0.0,50.32000000000001,27.16,0.0,0.0,5.0,25.0,7.0,1.1,0.252,9.6,61.0,19.0,3.0,0.078,4.0,32.2,10.120000000000001,1.0,3.93,1.21,0.51,0.229,0.21,38.54,77.08,38.458,,,,,,,,,,,,,,,,,1.0,2.71
323,John King,STL,22051,667463.0,249.0,57.2,0.0,58.6,28.13,0.0,0.0,0.0,26.0,7.0,1.1,0.159,6.3,40.0,15.0,2.4,0.059,1.0,39.56,11.040000000000001,1.0,4.09,1.29,0.611,0.206,0.154,40.158,100.97699999999999,43.26199999999999,,,,,,,,,,,,,,,,,1.0,1.61
324,Manuel Rodriguez,TB,20794,655889.0,253.0,56.9,0.0,53.16,31.04,0.0,0.0,2.0,29.0,8.0,1.3,0.202,8.1,51.0,25.0,4.0,0.097,6.0,34.04,10.120000000000001,1.0,4.59,1.37,0.481,0.239,0.224,42.833999999999996,80.6235,42.3915,,,,,,,,,,,,,,,,,1.0,1.12
325,Mark Leiter Jr.,NYY,15551,643410.0,239.0,56.9,0.0,45.8,27.16,0.0,0.0,0.0,25.0,8.0,1.3,0.307,11.5,73.0,20.0,3.2,0.084,5.0,28.52,8.280000000000001,1.0,3.95,1.16,0.465,0.241,0.235,36.135,65.33500000000001,35.113,,,,,,,,,,,,,,,,,1.0,2.61
326,Felix Bautista,BAL,20666,642585.0,230.0,56.8,0.0,34.6,21.34,0.0,0.0,29.0,20.0,6.0,1.0,0.405,14.7,93.0,23.0,3.6,0.098,1.0,21.16,6.44,1.0,3.17,1.01,0.366,0.239,0.302,32.034000000000006,45.372,27.302999999999997,,,,,,,,,,,,,,,,,8.18,6.74
327,Nick Mears,MIL,25376,683232.0,247.0,56.8,0.0,48.56,28.13,0.0,0.0,0.0,26.0,8.0,1.3,0.25,9.8,62.0,25.0,4.0,0.1,1.0,30.360000000000003,9.200000000000001,1.0,4.12,1.3,0.379,0.241,0.296,44.480000000000004,64.72,38.48,,,,,,,,,,,,,,,,,1.0,1.85
328,Cam Booser,CWS,16061,592155.0,243.0,56.7,0.0,49.480000000000004,27.16,0.0,0.0,0.0,25.0,8.0,1.3,0.23,8.9,56.0,20.0,3.2,0.081,0.0,31.28,9.200000000000001,1.0,3.97,1.23,0.332,0.237,0.327,49.0145,63.627,39.829499999999996,,,,,,,,,,,,,,,,,1.0,2.21
329,Jose Alvarado,PHI,17780,621237.0,245.0,56.6,0.0,47.56,27.16,0.0,0.0,4.0,25.0,7.0,1.1,0.27,10.5,66.0,25.0,4.0,0.101,1.0,30.360000000000003,9.200000000000001,1.0,3.98,1.28,0.493,0.237,0.216,36.652,71.071,36.729,,,,,,,,,,,,,,,,,1.0,2.48
330,Greg Weissert,BOS,20375,669711.0,245.0,56.6,0.0,54.080000000000005,29.099999999999998,0.0,0.0,0.0,27.0,8.0,1.3,0.23,8.9,56.0,18.0,2.9,0.075,2.0,33.120000000000005,11.96,1.0,4.29,1.27,0.437,0.242,0.256,44.118,74.1285,41.211,,,,,,,,,,,,,,,,,1.0,1.71
331,Hoby Milner,TEX,13346,571948.0,236.0,56.5,0.0,51.24000000000001,25.22,0.0,0.0,0.0,23.0,7.0,1.1,0.237,8.9,56.0,12.0,1.9,0.052,3.0,33.120000000000005,10.120000000000001,1.0,3.66,1.12,0.5,0.232,0.214,39.815999999999995,78.11999999999999,39.647999999999996,,,,,,,,,,,,,,,,,1.0,2.78
332,Kenley Jansen,LAA,3096,445276.0,236.0,56.4,0.0,43.88,25.22,0.0,0.0,22.0,23.0,7.0,1.1,0.275,10.4,65.0,20.0,3.2,0.083,2.0,27.6,8.280000000000001,1.0,3.67,1.13,0.29,0.212,0.363,47.0365,54.36,34.126,,,,,,,,,,,,,,,,,5.27,4.78
333,Paul Sewald,CLE,13892,623149.0,232.0,56.3,0.0,45.800000000000004,25.22,0.0,0.0,2.0,23.0,8.0,1.3,0.27,10.1,63.0,15.0,2.4,0.066,3.0,27.6,9.200000000000001,1.0,3.68,1.08,0.308,0.234,0.344,46.507999999999996,56.826,36.498,,,,,,,,,,,,,,,,,1.0,3.18
334,Joe Mantiply,ARI,14857,573009.0,238.0,56.3,0.0,52.16,25.22,0.0,0.0,0.0,23.0,6.0,1.0,0.215,8.2,51.0,13.0,2.1,0.053,1.0,34.04,10.120000000000001,2.0,3.68,1.16,0.533,0.23,0.195,39.585,83.781,40.89,,,,,,,,,,,,,,,,,1.0,2.61
335,Ryne Stanek,NYM,15947,592773.0,239.0,56.2,0.0,44.8,25.22,0.0,0.0,0.0,23.0,7.0,1.1,0.261,9.9,62.0,22.0,3.5,0.094,1.0,28.52,8.280000000000001,1.0,3.68,1.19,0.341,0.236,0.321,45.027499999999996,59.752500000000005,36.89,,,,,,,,,,,,,,,,,1.0,2.62
336,Jose Ruiz,PHI,14552,614179.0,245.0,56.2,0.0,53.24000000000001,29.099999999999998,0.0,0.0,0.0,27.0,9.0,1.4,0.225,8.8,55.0,20.0,3.2,0.082,2.0,33.120000000000005,10.120000000000001,1.0,4.32,1.3,0.428,0.242,0.262,44.370000000000005,72.92999999999999,40.97,,,,,,,,,,,,,,,,,1.0,1.48
337,Mason Montgomery,TB,29770,682254.0,242.0,56.1,0.0,47.56,27.16,0.0,0.0,0.0,25.0,7.0,1.1,0.26,10.1,63.0,23.0,3.7,0.095,3.0,30.360000000000003,9.200000000000001,1.0,4.01,1.26,0.463,0.24,0.237,38.766,69.654,37.44,,,,,,,,,,,,,,,,,1.0,2.06
338,Michael Tonkin,MIN,10315,543859.0,239.0,56.0,0.0,48.56,27.16,0.0,0.0,0.0,25.0,8.0,1.3,0.242,9.3,58.0,19.0,3.1,0.08,4.0,30.360000000000003,9.200000000000001,1.0,4.02,1.21,0.389,0.241,0.287,44.306999999999995,66.339,38.961,,,,,,,,,,,,,,,,,1.0,2.2
340,Gregory Soto,BAL,19677,642397.0,240.0,55.9,0.0,45.64,26.189999999999998,0.0,0.0,0.0,24.0,6.0,1.0,0.261,10.1,63.0,23.0,3.7,0.094,5.0,30.360000000000003,8.280000000000001,1.0,3.86,1.23,0.511,0.229,0.21,36.19,72.45700000000001,36.113,,,,,,,,,,,,,,,,,1.0,2.35
341,Emerson Hancock,SEA,27470,676106.0,245.0,55.8,9.0,56.0,30.07,2.0,3.5,0.0,28.0,9.0,1.5,0.16,6.3,39.0,18.0,2.9,0.072,5.0,34.96,11.040000000000001,1.0,4.52,1.33,0.383,0.241,0.291,51.794,76.422,45.214,,,,,,,,,,,,,,,,,1.0,3.14
342,Ian Hamilton,NYY,19261,641656.0,238.0,55.4,0.0,47.56,26.189999999999998,0.0,0.0,2.0,24.0,7.0,1.1,0.256,9.9,61.0,21.0,3.4,0.09,3.0,30.360000000000003,9.200000000000001,1.0,3.9,1.24,0.483,0.24,0.222,37.596,71.214,37.44,,,,,,,,,,,,,,,,,1.0,2.36
343,Grant Holman,OAK,30002,680880.0,234.0,55.4,0.0,45.64,25.22,0.0,0.0,0.0,23.0,6.0,1.0,0.278,10.6,65.0,20.0,3.2,0.087,3.0,29.44,9.200000000000001,1.0,3.74,1.18,0.51,0.229,0.21,35.015,70.03,34.9405,,,,,,,,,,,,,,,,,2.7,2.57
344,Caleb Ferguson,PIT,19349,657571.0,238.0,55.3,0.0,46.56,26.189999999999998,0.0,0.0,0.0,24.0,6.0,1.0,0.261,10.1,62.0,22.0,3.6,0.091,5.0,30.360000000000003,9.200000000000001,1.0,3.91,1.24,0.46,0.24,0.241,38.577,68.53,36.96,,,,,,,,,,,,,,,,,1.0,2.19
345,Jose Quijada,LAA,19200,650671.0,240.0,55.3,0.0,43.040000000000006,28.13,0.0,0.0,0.0,26.0,8.0,1.3,0.29,11.4,70.0,29.0,4.7,0.119,5.0,25.76,8.280000000000001,1.0,4.23,1.3,0.314,0.237,0.337,42.088499999999996,52.452,33.628499999999995,,,,,,,,,,,,,,,,,1.0,1.72
346,Will Warren,NYY,30182,701542.0,239.0,55.3,5.0,49.400000000000006,26.189999999999998,2.0,1.8,0.0,24.0,7.0,1.1,0.234,9.1,56.0,20.0,3.3,0.084,2.0,32.2,9.200000000000001,1.0,3.91,1.25,0.528,0.231,0.199,37.408500000000004,78.077,38.3865,,,,,,,,,,,,,,,,,1.0,4.12
347,Alex Faedo,TB,19874,656412.0,244.0,55.2,2.0,51.400000000000006,30.07,0.0,0.6,0.0,28.0,9.0,1.5,0.202,8.0,49.0,24.0,3.9,0.098,2.0,31.28,10.120000000000001,1.0,4.57,1.37,0.369,0.239,0.301,47.96549999999999,68.3145,40.954499999999996,,,,,,,,,,,,,,,,,1.0,1.0
348,Gregory Santos,SEA,21894,666619.0,234.0,55.0,0.0,49.32000000000001,25.22,0.0,0.0,4.0,23.0,6.0,1.0,0.222,8.5,52.0,16.0,2.6,0.067,4.0,33.120000000000005,9.200000000000001,1.0,3.76,1.19,0.573,0.222,0.173,35.939,83.249,38.346,,,,,,,,,,,,,,,,,1.0,2.81
349,Tayler Saucedo,SEA,17888,642048.0,240.0,55.0,0.0,48.400000000000006,27.16,0.0,0.0,0.0,25.0,6.0,1.0,0.227,8.8,54.0,23.0,3.8,0.094,5.0,32.2,9.200000000000001,1.0,4.09,1.3,0.564,0.219,0.181,35.9415,81.011,37.4085,,,,,,,,,,,,,,,,,1.0,1.76
