,Pitcher,Team,FGID,SAVID,TBF,IP,GS,H,R,W,QS,SV,ER,HR,HR/9,K%,K/9,K,BB,BB/9,BB%,HBP,1B,2B,3B,ERA,WHIP,GB%,LD%,FB%,FB,GB,LD,Unnamed: 0,System,ADP,xMLBAMID,L,G,HLD,BS,IBB,K/BB,K-BB%,AVG,BABIP,LOB%,FIP,MLBID,$,Deep $
350,Yuki Matsui,SD,33826,673513.0,234.0,55.0,0.0,44.88,25.22,0.0,0.0,0.0,23.0,8.0,1.3,0.264,10.1,62.0,21.0,3.4,0.089,0.0,27.6,8.280000000000001,1.0,3.76,1.2,0.357,0.236,0.309,42.9595,59.418499999999995,35.937999999999995,,,,,,,,,,,,,,,,,1.0,2.53
351,Blake Treinen,LAD,12572,595014.0,231.0,54.9,0.0,45.72,25.22,0.0,0.0,6.0,23.0,7.0,1.1,0.275,10.5,64.0,18.0,3.0,0.076,2.0,28.52,9.200000000000001,1.0,3.77,1.16,0.431,0.242,0.26,38.74,64.1445,35.909,,,,,,,,,,,,,,,,,1.0,3.21
352,Angel Zerpa,KC,22717,672582.0,234.0,54.6,0.0,51.16,25.22,0.0,0.0,0.0,23.0,6.0,1.0,0.207,7.9,48.0,15.0,2.5,0.066,3.0,34.04,10.120000000000001,1.0,3.79,1.21,0.532,0.231,0.196,38.988,82.25099999999999,40.2705,,,,,,,,,,,,,,,,,1.0,2.36
353,Nate Pearson,CHC,20160,663878.0,231.0,54.5,0.0,46.72,26.189999999999998,0.0,0.0,0.0,24.0,8.0,1.3,0.25,9.6,58.0,18.0,3.0,0.078,3.0,28.52,9.200000000000001,1.0,3.96,1.19,0.342,0.235,0.323,45.1825,59.83,36.8125,,,,,,,,,,,,,,,,,1.0,2.24
354,Jordan Romano,PHI,16122,605447.0,229.0,54.4,0.0,44.800000000000004,25.22,0.0,0.0,23.0,23.0,7.0,1.2,0.273,10.4,63.0,18.0,3.0,0.079,3.0,27.6,9.200000000000001,1.0,3.81,1.15,0.403,0.243,0.277,39.738,61.641999999999996,35.742,,,,,,,,,,,,,,,,,4.97,4.62
355,Chris Stratton,KC,13761,608717.0,241.0,54.3,0.0,49.32000000000001,27.16,0.0,0.0,0.0,25.0,6.0,1.0,0.199,8.0,48.0,25.0,4.1,0.104,2.0,32.2,10.120000000000001,1.0,4.14,1.37,0.415,0.244,0.269,44.436,70.98,40.656,,,,,,,,,,,,,,,,,1.0,1.37
356,Keegan Thompson,CHC,19795,624522.0,243.0,54.2,1.0,44.8,29.099999999999998,0.0,0.3,0.0,27.0,7.0,1.2,0.26,10.5,63.0,33.0,5.5,0.134,3.0,28.52,8.280000000000001,1.0,4.48,1.44,0.422,0.243,0.266,38.661,62.622,35.5005,,,,,,,,,,,,,,,,,1.0,1.0
357,Joe Boyle,TB,29608,671212.0,246.0,54.2,5.0,45.800000000000004,30.07,1.0,1.3,0.0,28.0,8.0,1.3,0.244,10.0,60.0,35.0,5.8,0.142,3.0,27.6,9.200000000000001,1.0,4.65,1.49,0.365,0.237,0.304,42.58200000000001,60.022499999999994,36.0135,,,,,,,,,,,,,,,,,1.0,2.5
358,Daniel Lynch IV,KC,21537,663738.0,234.0,54.0,3.0,49.400000000000006,26.189999999999998,1.0,1.2,0.0,24.0,7.0,1.2,0.208,8.2,49.0,19.0,3.2,0.082,2.0,31.28,10.120000000000001,1.0,4.0,1.27,0.417,0.243,0.269,43.907000000000004,70.301,40.089,,,,,,,,,,,,,,,,,1.0,3.83
359,Anthony Banda,LAD,14706,607455.0,232.0,53.9,1.0,49.480000000000004,27.16,0.0,0.3,0.0,25.0,8.0,1.3,0.224,8.7,52.0,18.0,3.0,0.078,3.0,31.28,9.200000000000001,1.0,4.17,1.25,0.439,0.242,0.255,41.715,70.389,39.042,,,,,,,,,,,,,,,,,1.0,1.84
360,Sam Moll,CIN,14874,594580.0,230.0,53.7,0.0,47.56,26.189999999999998,0.0,0.0,0.0,24.0,7.0,1.2,0.251,9.7,58.0,19.0,3.2,0.081,5.0,30.360000000000003,9.200000000000001,1.0,4.02,1.24,0.493,0.236,0.216,36.414,70.6095,36.414,,,,,,,,,,,,,,,,,1.0,2.12
361,T.J. McFarland,OAK,3237,519008.0,234.0,53.7,0.0,53.0,26.189999999999998,0.0,0.0,0.0,24.0,6.0,1.0,0.172,6.7,40.0,16.0,2.7,0.067,4.0,35.88,10.120000000000001,1.0,4.02,1.28,0.577,0.216,0.174,38.626,89.62299999999999,40.583999999999996,,,,,,,,,,,,,,,,,1.0,1.78
362,Andrew Nardi,MIA,25942,677053.0,225.0,53.6,0.0,42.96,24.25,0.0,0.0,0.0,22.0,7.0,1.2,0.313,11.8,70.0,18.0,3.0,0.082,2.0,25.76,9.200000000000001,1.0,3.69,1.14,0.368,0.24,0.302,38.49700000000001,54.663000000000004,32.879999999999995,,,,,,,,,,,,,,,,,1.0,2.93
363,Lucas Sims,WSH,13470,608371.0,238.0,53.6,0.0,42.040000000000006,28.13,0.0,0.0,0.0,26.0,7.0,1.2,0.243,9.7,58.0,32.0,5.4,0.133,6.0,25.76,8.280000000000001,1.0,4.37,1.38,0.297,0.215,0.355,45.51,53.798,33.669999999999995,,,,,,,,,,,,,,,,,1.0,1.32
364,Brendon Little,TOR,21574,663893.0,232.0,53.6,0.0,48.32,24.25,0.0,0.0,0.0,22.0,5.0,0.8,0.2,7.7,46.0,19.0,3.2,0.084,2.0,34.04,8.280000000000001,1.0,3.69,1.26,0.746,0.149,0.085,28.8075,98.196,32.481500000000004,,,,,,,,,,,,,,,,,1.0,2.29
365,Pete Fairbanks,TB,17998,664126.0,228.0,53.5,0.0,44.8,25.22,0.0,0.0,23.0,23.0,7.0,1.2,0.267,10.3,61.0,20.0,3.4,0.088,2.0,28.52,8.280000000000001,1.0,3.87,1.21,0.439,0.241,0.255,37.8525,63.8715,35.3535,,,,,,,,,,,,,,,,,4.72,4.47
366,Sam Long,KC,25379,669674.0,230.0,53.3,0.0,46.56,24.25,0.0,0.0,0.0,22.0,6.0,1.0,0.23,8.9,53.0,20.0,3.4,0.087,1.0,30.360000000000003,9.200000000000001,1.0,3.71,1.25,0.422,0.244,0.265,41.2125,66.882,37.994,,,,,,,,,,,,,,,,,1.0,2.26
367,Andrew Kittredge,BAL,12828,552640.0,224.0,53.2,0.0,48.480000000000004,24.25,0.0,0.0,2.0,22.0,7.0,1.2,0.236,9.0,53.0,13.0,2.2,0.058,1.0,31.28,9.200000000000001,1.0,3.72,1.16,0.452,0.239,0.248,40.132,69.678,37.841,,,,,,,,,,,,,,,,,1.0,2.75
368,Angel Chivilli,COL,26790,683409.0,231.0,53.0,0.0,50.32000000000001,26.189999999999998,0.0,0.0,0.0,24.0,7.0,1.2,0.219,8.7,51.0,18.0,3.1,0.079,2.0,32.2,10.120000000000001,1.0,4.08,1.29,0.48,0.239,0.225,39.285,73.71,38.799,,,,,,,,,,,,,,,,,1.0,1.79
369,Jordan Leasure,CWS,29950,673929.0,230.0,52.9,0.0,46.64,26.189999999999998,0.0,0.0,3.0,24.0,7.0,1.2,0.23,9.0,53.0,22.0,3.7,0.096,2.0,29.44,9.200000000000001,1.0,4.08,1.3,0.368,0.239,0.302,43.55500000000001,61.845000000000006,37.122499999999995,,,,,,,,,,,,,,,,,1.0,2.06
370,Ryan Brasier,CHC,5615,518489.0,225.0,52.8,1.0,49.400000000000006,24.25,0.0,0.4,3.0,22.0,7.0,1.2,0.205,7.8,46.0,13.0,2.2,0.058,1.0,31.28,10.120000000000001,1.0,3.75,1.18,0.426,0.243,0.263,43.409,71.048,40.089,,,,,,,,,,,,,,,,,1.0,2.71
371,Michael McGreevy,STL,29869,700241.0,227.0,52.7,3.0,52.16,26.189999999999998,1.0,1.4,0.0,24.0,7.0,1.2,0.195,7.5,44.0,14.0,2.4,0.062,2.0,34.04,10.120000000000001,1.0,4.1,1.26,0.54,0.227,0.193,38.2785,81.965,39.4615,,,,,,,,,,,,,,,,,1.0,3.76
372,Scott Alexander,COL,10591,518397.0,226.0,52.6,1.0,52.08,24.25,0.0,0.4,0.0,22.0,6.0,1.0,0.195,7.5,44.0,12.0,2.1,0.054,2.0,34.96,10.120000000000001,1.0,3.76,1.22,0.633,0.206,0.144,34.34,90.35499999999999,37.91,,,,,,,,,,,,,,,,,1.0,2.32
373,Tyler Alexander,MIL,17735,641302.0,223.0,52.6,3.0,50.480000000000004,26.189999999999998,1.0,1.1,0.0,24.0,9.0,1.5,0.191,7.4,43.0,11.0,1.9,0.05,2.0,31.28,9.200000000000001,1.0,4.11,1.17,0.357,0.236,0.309,48.080499999999994,66.5015,40.222,,,,,,,,,,,,,,,,,1.0,4.04
374,Bryan King,HOU,25890,687911.0,226.0,52.5,0.0,45.64,25.22,0.0,0.0,0.0,23.0,6.0,1.0,0.238,9.3,54.0,19.0,3.3,0.085,6.0,30.360000000000003,8.280000000000001,1.0,3.94,1.23,0.511,0.229,0.21,35.955,71.9865,35.878499999999995,,,,,,,,,,,,,,,,,1.0,2.07
375,Cionel Perez,BAL,19614,672335.0,236.0,52.5,0.0,49.32000000000001,27.16,0.0,0.0,0.0,25.0,6.0,1.0,0.195,7.9,46.0,25.0,4.3,0.107,3.0,33.120000000000005,9.200000000000001,1.0,4.29,1.42,0.565,0.22,0.179,36.2175,82.08749999999999,37.949999999999996,,,,,,,,,,,,,,,,,1.0,1.05
376,Hector Neris,ATL,11804,593576.0,228.0,52.4,0.0,44.8,26.189999999999998,0.0,0.0,0.0,24.0,7.0,1.2,0.255,10.0,58.0,23.0,4.0,0.101,3.0,28.52,8.280000000000001,1.0,4.12,1.29,0.38,0.241,0.294,40.719,59.535000000000004,35.3535,,,,,,,,,,,,,,,,,1.0,1.75
377,Kyle Leahy,STL,24763,681517.0,229.0,52.4,0.0,51.32000000000001,27.16,0.0,0.0,0.0,25.0,8.0,1.4,0.182,7.2,42.0,17.0,2.9,0.075,2.0,32.2,10.120000000000001,1.0,4.29,1.3,0.398,0.243,0.28,45.900000000000006,70.38000000000001,41.055,,,,,,,,,,,,,,,,,1.0,1.38
378,Elvis Peguero,MIL,21652,665625.0,232.0,52.3,0.0,48.480000000000004,27.16,0.0,0.0,0.0,25.0,7.0,1.2,0.214,8.6,50.0,24.0,4.1,0.102,3.0,31.28,9.200000000000001,1.0,4.3,1.39,0.564,0.22,0.181,34.839,78.526,36.339999999999996,,,,,,,,,,,,,,,,,1.0,1.21
379,Brock Stewart,MIN,16727,592779.0,220.0,52.3,0.0,41.040000000000006,23.28,0.0,0.0,0.0,21.0,6.0,1.0,0.295,11.2,65.0,19.0,3.3,0.085,1.0,25.76,8.280000000000001,1.0,3.61,1.15,0.4,0.243,0.279,36.652,56.440000000000005,32.844,,,,,,,,,,,,,,,,,1.0,2.81
380,A.J. Minter,NYM,18655,621345.0,219.0,52.1,0.0,43.88,23.28,0.0,0.0,2.0,21.0,7.0,1.2,0.27,10.2,59.0,16.0,2.8,0.075,1.0,27.6,8.280000000000001,1.0,3.63,1.15,0.376,0.241,0.297,40.104,58.032000000000004,34.632,,,,,,,,,,,,,,,,,1.0,2.93
381,Hans Crouse,LAA,22192,668968.0,229.0,52.1,0.0,44.72,26.189999999999998,0.0,0.0,0.0,24.0,6.0,1.0,0.248,9.8,57.0,25.0,4.3,0.11,4.0,29.44,8.280000000000001,1.0,4.15,1.34,0.487,0.239,0.219,35.2065,67.3995,35.2065,,,,,,,,,,,,,,,,,1.0,1.62
382,Hunter Bigge,TB,26259,685801.0,224.0,52.1,0.0,36.36,23.28,0.0,0.0,0.0,21.0,5.0,0.9,0.334,13.0,75.0,29.0,5.0,0.13,2.0,23.0,7.36,1.0,3.63,1.25,0.479,0.238,0.227,29.22,54.54,28.68,,,,,,,,,,,,,,,,,1.0,2.58
383,Lake Bachar,MIA,19222,669199.0,226.0,52.0,0.0,46.64,26.189999999999998,0.0,0.0,0.0,24.0,7.0,1.2,0.244,9.5,55.0,21.0,3.6,0.094,2.0,29.44,9.200000000000001,1.0,4.15,1.3,0.428,0.242,0.263,39.225,64.35,36.15,,,,,,,,,,,,,,,,,1.0,1.73
384,Brady Basso,OAK,25582,669620.0,223.0,52.0,3.0,47.480000000000004,24.25,1.0,0.8,0.0,22.0,6.0,1.0,0.215,8.3,48.0,16.0,2.8,0.072,2.0,31.28,9.200000000000001,1.0,3.81,1.22,0.481,0.239,0.225,38.5575,72.42450000000001,38.0805,,,,,,,,,,,,,,,,,1.0,4.16
385,Daysbel Hernandez,ATL,20271,678226.0,222.0,51.5,0.0,42.88,24.25,0.0,0.0,0.0,22.0,6.0,1.0,0.281,10.8,62.0,22.0,3.8,0.097,2.0,27.6,8.280000000000001,1.0,3.84,1.26,0.508,0.228,0.212,32.568,64.722,32.292,,,,,,,,,,,,,,,,,1.0,2.31
386,Erik Swanson,TOR,16587,657024.0,223.0,51.5,0.0,46.72,26.189999999999998,0.0,0.0,2.0,24.0,8.0,1.4,0.236,9.3,53.0,19.0,3.3,0.083,1.0,28.52,9.200000000000001,1.0,4.19,1.28,0.373,0.24,0.299,42.204499999999996,60.62649999999999,36.24,,,,,,,,,,,,,,,,,1.0,2.0
387,Luke Jackson,TEX,11752,592426.0,223.0,51.5,0.0,43.8,24.25,0.0,0.0,0.0,22.0,6.0,1.0,0.261,10.1,58.0,22.0,3.8,0.099,2.0,28.52,8.280000000000001,1.0,3.84,1.28,0.496,0.235,0.215,33.9625,66.20899999999999,33.9625,,,,,,,,,,,,,,,,,1.0,2.21
388,Michael Kopech,LAD,17282,656629.0,224.0,51.4,0.0,40.2,25.22,0.0,0.0,4.0,23.0,7.0,1.2,0.279,10.9,62.0,27.0,4.7,0.121,3.0,24.84,7.36,1.0,4.03,1.31,0.367,0.24,0.302,37.935,53.79749999999999,32.4,,,,,,,,,,,,,,,,,1.94,2.2
389,Anthony Veneziano,MIA,27453,685107.0,228.0,51.3,0.0,49.400000000000006,27.16,0.0,0.0,0.0,25.0,7.0,1.2,0.207,8.2,47.0,22.0,3.9,0.095,3.0,31.28,10.120000000000001,1.0,4.39,1.39,0.466,0.241,0.235,39.3525,71.232,38.2395,,,,,,,,,,,,,,,,,1.0,1.09
390,Justin Wilson,BOS,4301,458677.0,222.0,51.3,0.0,47.64,26.189999999999998,0.0,0.0,0.0,24.0,8.0,1.4,0.234,9.1,52.0,17.0,3.0,0.077,2.0,28.52,10.120000000000001,1.0,4.21,1.26,0.373,0.24,0.299,42.76349999999999,61.4295,36.72,,,,,,,,,,,,,,,,,1.0,1.73
391,Buck Farmer,ATL,14814,571656.0,223.0,51.3,0.0,46.64,26.189999999999998,0.0,0.0,0.0,24.0,7.0,1.2,0.232,9.1,52.0,19.0,3.3,0.084,3.0,29.44,9.200000000000001,1.0,4.21,1.28,0.367,0.239,0.302,42.712,60.571999999999996,36.403999999999996,,,,,,,,,,,,,,,,,1.0,1.67
392,Brant Hurter,DET,30133,676428.0,217.0,51.1,1.0,46.64,23.28,0.0,0.3,0.0,21.0,7.0,1.2,0.219,8.5,48.0,14.0,2.5,0.065,0.0,30.360000000000003,8.280000000000001,1.0,3.7,1.19,0.461,0.24,0.24,38.75,69.0525,37.199999999999996,,,,,,,,,,,,,,,,,1.0,2.44
393,Danny Young,NYM,18439,664849.0,218.0,51.1,0.0,43.8,25.22,0.0,0.0,0.0,23.0,6.0,1.1,0.27,10.4,59.0,19.0,3.3,0.089,9.0,28.52,8.280000000000001,1.0,4.05,1.23,0.535,0.231,0.193,31.71,67.55000000000001,32.97,,,,,,,,,,,,,,,,,1.0,2.08
394,Kyle Nicolas,PIT,27775,693312.0,229.0,51.1,0.0,45.64,27.16,0.0,0.0,0.0,25.0,6.0,1.1,0.23,9.3,53.0,27.0,4.8,0.12,4.0,29.44,9.200000000000001,1.0,4.4,1.42,0.465,0.241,0.235,36.8775,66.6775,35.8345,,,,,,,,,,,,,,,,,1.0,1.08
395,Eduardo Salazar,WSH,23135,674285.0,226.0,51.0,0.0,50.32000000000001,28.13,0.0,0.0,0.0,26.0,7.0,1.2,0.184,7.4,42.0,20.0,3.5,0.087,6.0,33.120000000000005,9.200000000000001,1.0,4.59,1.38,0.539,0.228,0.194,37.228,79.45800000000001,38.376,,,,,,,,,,,,,,,,,1.0,1.0
396,Graham Ashcraft,CIN,27552,668933.0,226.0,50.7,1.0,52.24,28.13,0.0,0.5,0.0,26.0,8.0,1.4,0.177,7.1,40.0,18.0,3.2,0.079,4.0,34.04,9.200000000000001,1.0,4.62,1.39,0.513,0.228,0.209,39.396,79.212,39.312,,,,,,,,,,,,,,,,,1.0,1.0
397,Phil Maton,FA,18064,664208.0,219.0,50.7,0.0,44.8,26.189999999999998,0.0,0.0,0.0,24.0,7.0,1.2,0.239,9.2,52.0,19.0,3.4,0.085,7.0,28.52,8.280000000000001,1.0,4.26,1.26,0.431,0.241,0.261,38.554,63.714,35.594,,,,,,,,,,,,,,,,,1.0,1.78
398,Spencer Turnbull,FA,16207,605513.0,221.0,50.7,9.0,46.64,26.189999999999998,3.0,3.4,0.0,24.0,7.0,1.2,0.232,9.1,51.0,20.0,3.6,0.092,5.0,29.44,9.200000000000001,1.0,4.26,1.31,0.469,0.239,0.234,37.05,67.425,35.925,,,,,,,,,,,,,,,,,1.0,3.77
399,John Brebbia,DET,12777,605154.0,212.0,50.6,1.0,40.120000000000005,22.31,0.0,0.4,0.0,21.0,6.0,1.1,0.274,10.3,58.0,17.0,3.0,0.078,1.0,25.76,7.36,1.0,3.74,1.13,0.351,0.237,0.313,39.250499999999995,53.49849999999999,32.6745,,,,,,,,,,,,,,,,,1.0,2.76
400,Andrew Chafin,DET,12988,605177.0,218.0,50.6,0.0,39.120000000000005,23.28,0.0,0.0,0.0,21.0,5.0,0.9,0.279,10.8,61.0,24.0,4.3,0.111,2.0,25.76,7.36,1.0,3.74,1.25,0.424,0.244,0.264,34.846000000000004,56.791,32.186,,,,,,,,,,,,,,,,,1.0,2.42
401,Jake Cousins,NYY,21620,664776.0,221.0,50.5,0.0,38.28,26.189999999999998,0.0,0.0,0.0,24.0,6.0,1.1,0.308,12.1,68.0,29.0,5.2,0.13,6.0,23.92,7.36,1.0,4.28,1.33,0.46,0.24,0.24,31.0,55.18,29.759999999999998,,,,,,,,,,,,,,,,,1.0,1.58
402,Colin Poche,WSH,19403,621363.0,216.0,50.5,0.0,44.88,25.22,0.0,0.0,3.0,23.0,8.0,1.4,0.226,8.7,49.0,17.0,3.0,0.078,1.0,27.6,8.280000000000001,1.0,4.1,1.23,0.32,0.239,0.333,44.474999999999994,56.25,35.925,,,,,,,,,,,,,,,,,1.0,2.15
403,Jared Shuster,CWS,27472,694363.0,226.0,50.2,2.0,48.480000000000004,26.189999999999998,0.0,0.7,0.0,24.0,7.0,1.3,0.17,6.8,38.0,23.0,4.1,0.102,0.0,31.28,9.200000000000001,1.0,4.3,1.42,0.367,0.239,0.302,46.365,65.7525,39.5175,,,,,,,,,,,,,,,,,1.0,1.01
404,Tommy Kahnle,DET,11384,592454.0,215.0,50.1,0.0,40.96,23.28,0.0,0.0,3.0,21.0,5.0,0.9,0.266,10.2,57.0,21.0,3.8,0.099,3.0,27.6,7.36,1.0,3.77,1.24,0.552,0.223,0.189,30.7565,67.267,31.7155,,,,,,,,,,,,,,,,,1.0,2.57
405,Josh Winckowski,BOS,22387,670174.0,221.0,50.0,1.0,51.24,26.189999999999998,0.0,0.4,0.0,24.0,7.0,1.3,0.2,7.9,44.0,16.0,2.9,0.073,2.0,32.2,11.040000000000001,1.0,4.32,1.34,0.513,0.228,0.209,37.7545,75.9115,37.674,,,,,,,,,,,,,,,,,1.0,1.33
406,Slade Cecconi,CLE,27500,677944.0,211.0,50.0,3.0,46.64,23.28,1.0,1.2,0.0,21.0,7.0,1.3,0.193,7.4,41.0,11.0,2.0,0.05,3.0,29.44,9.200000000000001,1.0,3.78,1.15,0.374,0.241,0.297,44.281499999999994,63.918000000000006,38.2395,,,,,,,,,,,,,,,,,1.0,4.31
407,Yilber Diaz,ARI,29271,700270.0,218.0,49.9,3.0,45.64,24.25,1.0,0.9,0.0,22.0,6.0,1.1,0.211,8.3,46.0,19.0,3.4,0.088,0.0,29.44,9.200000000000001,1.0,3.97,1.3,0.496,0.235,0.215,36.3375,70.839,36.3375,,,,,,,,,,,,,,,,,1.0,3.76
408,David Robertson,FA,8241,502085.0,207.0,49.9,0.0,38.2,21.34,0.0,0.0,2.0,20.0,5.0,0.9,0.309,11.5,64.0,17.0,3.1,0.084,3.0,24.84,7.36,1.0,3.61,1.11,0.433,0.242,0.259,32.697,54.369,30.366,,,,,,,,,,,,,,,,,1.0,3.14
409,Randy Rodriguez,SF,23974,678495.0,215.0,49.9,0.0,44.72,24.25,0.0,0.0,0.0,22.0,6.0,1.1,0.238,9.2,51.0,17.0,3.1,0.081,3.0,28.52,9.200000000000001,1.0,3.97,1.24,0.421,0.244,0.266,38.661,62.5485,35.574,,,,,,,,,,,,,,,,,1.0,2.09
410,Kevin Kelly,TB,25679,687330.0,206.0,49.5,0.0,44.72,22.31,0.0,0.0,0.0,21.0,6.0,1.1,0.221,8.4,46.0,9.0,1.6,0.042,6.0,29.44,8.280000000000001,1.0,3.82,1.09,0.508,0.228,0.212,35.635999999999996,70.819,35.333999999999996,,,,,,,,,,,,,,,,,1.0,2.7
411,Evan Phillips,LAD,17734,623465.0,204.0,49.5,0.0,40.120000000000005,21.34,0.0,0.0,1.0,20.0,6.0,1.1,0.273,10.2,56.0,13.0,2.4,0.066,2.0,25.76,7.36,1.0,3.64,1.07,0.415,0.244,0.269,35.7075,57.0375,32.67,,,,,,,,,,,,,,,,,1.0,3.1
412,Cole Irvin,FA,19244,608344.0,213.524,49.4,8.0,48.480000000000004,24.25,3.0,3.9,0.0,22.0,7.0,1.3,0.181,7.1,39.0,13.0,2.4,0.062,3.0,31.28,9.200000000000001,1.0,4.01,1.24,0.403,0.243,0.277,43.369194,67.274746,39.008046,,,,,,,,,,,,,,,,,1.0,4.0
413,Landon Knack,LAD,27487,689017.0,208.0,49.4,3.0,43.040000000000006,24.25,1.0,0.8,0.0,22.0,8.0,1.5,0.238,9.1,50.0,14.0,2.6,0.067,2.0,25.76,8.280000000000001,1.0,4.01,1.15,0.312,0.235,0.34,43.2,53.424,34.199999999999996,,,,,,,,,,,,,,,,,1.0,4.13
414,Gabe Speier,SEA,17170,642100.0,208.0,49.4,0.0,38.28,22.31,0.0,0.0,0.0,21.0,6.0,1.1,0.305,11.5,63.0,20.0,3.6,0.094,3.0,23.92,7.36,1.0,3.83,1.18,0.46,0.24,0.241,31.3125,55.625,30.0,,,,,,,,,,,,,,,,,1.0,2.44
415,Bryce Elder,ATL,27779,693821.0,217.0,49.1,7.0,49.400000000000006,25.22,3.0,3.7,0.0,23.0,7.0,1.3,0.199,7.9,43.0,17.0,3.1,0.078,2.0,32.2,9.200000000000001,1.0,4.22,1.35,0.494,0.237,0.215,37.2875,72.53399999999999,37.4445,,,,,,,,,,,,,,,,,1.0,3.57
416,Danny Coulombe,MIN,13293,543056.0,202.0,49.1,0.0,41.040000000000006,20.37,0.0,0.0,0.0,19.0,6.0,1.1,0.284,10.4,57.0,11.0,2.0,0.054,1.0,25.76,8.280000000000001,1.0,3.48,1.06,0.422,0.243,0.266,35.242000000000004,57.083999999999996,32.361,,,,,,,,,,,,,,,,,1.0,3.1
417,Tristan Beck,SF,21584,663941.0,210.0,49.0,1.0,46.56,23.28,0.0,0.3,0.0,21.0,6.0,1.1,0.204,7.9,43.0,13.0,2.4,0.063,2.0,29.44,10.120000000000001,1.0,3.86,1.22,0.386,0.241,0.29,42.35,62.83200000000001,37.037,,,,,,,,,,,,,,,,,1.0,2.15
418,Erik Sabrowski,CLE,24978,681870.0,213.0,48.8,0.0,37.28,23.28,0.0,0.0,0.0,21.0,5.0,0.9,0.289,11.4,62.0,27.0,5.0,0.126,2.0,23.92,7.36,1.0,3.87,1.32,0.475,0.239,0.229,30.317999999999998,56.11,29.698,,,,,,,,,,,,,,,,,1.0,2.06
419,Troy Taylor,SEA,31883,700187.0,206.0,48.7,0.0,41.04,22.31,0.0,0.0,0.0,21.0,6.0,1.1,0.262,10.0,54.0,17.0,3.1,0.083,2.0,26.68,7.36,1.0,3.88,1.19,0.525,0.228,0.202,31.185000000000002,64.4625,31.589999999999996,,,,,,,,,,,,,,,,,1.0,2.36
420,Angel Perdomo,ATL,17759,622780.0,204.0,48.5,0.0,36.36,21.34,0.0,0.0,0.0,20.0,5.0,0.9,0.319,12.1,65.0,19.0,3.5,0.091,5.0,23.92,6.44,1.0,3.71,1.14,0.505,0.229,0.213,28.38,56.1,28.139999999999997,,,,,,,,,,,,,,,,,1.0,2.66
421,Kendall Graveman,ARI,15514,608665.0,211.0,48.5,0.0,41.96,24.25,0.0,0.0,0.0,22.0,6.0,1.1,0.246,9.6,52.0,21.0,3.9,0.099,3.0,26.68,8.280000000000001,1.0,4.08,1.3,0.459,0.24,0.241,34.569,61.341,33.12,,,,,,,,,,,,,,,,,1.0,1.72
422,Tim Mayza,PIT,15042,641835.0,211.0,48.5,0.0,48.400000000000006,23.28,0.0,0.0,0.0,21.0,6.0,1.1,0.178,7.1,38.0,14.0,2.6,0.067,1.0,32.2,9.200000000000001,1.0,3.9,1.29,0.561,0.221,0.183,35.2185,78.78450000000001,36.649499999999996,,,,,,,,,,,,,,,,,1.0,1.78
423,Caleb Thielbar,CHC,10078,573204.0,208.0,48.4,0.0,42.040000000000006,23.28,0.0,0.0,0.0,21.0,7.0,1.3,0.256,9.9,53.0,19.0,3.5,0.089,0.0,25.76,8.280000000000001,1.0,3.9,1.26,0.349,0.236,0.315,39.099999999999994,52.971999999999994,32.367999999999995,,,,,,,,,,,,,,,,,1.0,2.02
424,Mason Black,SF,30171,696131.0,212.0,48.4,4.0,45.72,25.22,1.0,0.9,0.0,23.0,7.0,1.3,0.209,8.2,44.0,18.0,3.3,0.084,4.0,28.52,9.200000000000001,1.0,4.28,1.32,0.358,0.237,0.308,42.6,59.1,35.775,,,,,,,,,,,,,,,,,1.0,3.33
425,Carson Spiers,CIN,27685,686730.0,211.0,48.3,2.0,46.72,25.22,1.0,0.7,0.0,23.0,8.0,1.5,0.203,8.0,43.0,16.0,3.0,0.074,2.0,28.52,9.200000000000001,1.0,4.29,1.3,0.363,0.237,0.305,42.94,60.267999999999994,36.251999999999995,,,,,,,,,,,,,,,,,1.0,1.6
426,Dedniel Nunez,NYM,23055,673380.0,201.0,48.1,0.0,40.04,20.37,0.0,0.0,0.0,19.0,5.0,0.9,0.281,10.5,56.0,14.0,2.6,0.071,0.0,26.68,7.36,1.0,3.56,1.12,0.537,0.23,0.194,29.737000000000002,63.3385,30.784999999999997,,,,,,,,,,,,,,,,,1.0,2.82
429,Austin Voth,FA,15047,608723.0,204.535,47.9,2.0,42.96,23.28,1.0,0.6,0.0,21.0,7.0,1.3,0.237,9.0,48.0,16.0,3.0,0.076,2.0,26.68,8.280000000000001,1.0,3.95,1.23,0.376,0.241,0.297,39.138997499999995,56.635605000000005,33.7986675,,,,,,,,,,,,,,,,,1.0,2.23
430,Seth Martinez,SEA,21045,661527.0,209.0,47.8,0.0,44.8,25.22,0.0,0.0,0.0,23.0,7.0,1.3,0.186,7.3,39.0,17.0,3.2,0.08,4.0,28.52,8.280000000000001,1.0,4.33,1.29,0.403,0.243,0.277,41.0805,63.7245,36.9495,,,,,,,,,,,,,,,,,1.0,1.49
431,Eli Morgan,CHC,20203,669212.0,201.0,47.5,0.0,42.96,22.31,0.0,0.0,0.0,21.0,7.0,1.3,0.218,8.3,44.0,13.0,2.5,0.066,1.0,26.68,8.280000000000001,1.0,3.98,1.18,0.385,0.241,0.29,39.6,58.67999999999999,34.632,,,,,,,,,,,,,,,,,1.0,2.24
